danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0.23368424616902703,-0.6298800810786765,0.7955061512356026,-0.02340311993506276,0.7158599835262724,-0.31531290277496676,0.8544818143816029,-0.5744032965556608,1.4266297695876993,1.5987825467338217,-1.765095047915378,0.24787658818098057
-1.157074758589067,-0.028977719545096443,0.511587681068378,0.22838773046864896,0.7158599835262724,-0.41307198460508054,-0.4690484016691452,-0.5744032965556608,-0.7624506929145115,-0.4196073476469808,0.9030647428566626,0.24787658818098057
1.1407009884025672,-0.8159659736826238,-0.9080046697677452,0.03259391211428551,0.7158599835262724,-0.4304697873036601,0.9397759838604289,-0.5744032965556608,-0.7906838817445724,1.259928768845074,-0.07867880209945924,0.24787658818098057
1.0362566362665837,-0.6066193445031831,-0.9080046697677452,-0.7523435056683584,0.7158599835262724,-0.488462462965592,-0.3955189452218814,-0.5743959705251249,0.6703836402110718,1.779259015391959,-0.4648179882093601,0.24787658818098057
0.7504089356838927,-1.00592865571582,-1.4758416101021945,-0.8666870955873066,0.7158599835262724,-0.4801777950138874,0.7515405753554335,-0.5744032965556608,-0.736234160429455,1.56195061435461,0.5881282994570384,0.24787658818098057
-1.387951747521241,0.9712339532011206,-0.34016772943329593,0.27811936033065743,-1.3969212178533508,0.1469715689301474,0.6985993667134038,-0.5704744172763407,-0.6202764205917055,-0.23176449251300085,-0.3031745944065545,-1.876065951676215
-0.5249115746081152,-1.529295228664422,-1.19192313993497,-1.054257573570787,0.7158599835262724,-0.4404113888457056,1.7309529352329873,-0.5743960591464621,-0.23711171504088108,0.8731934788633505,0.3807185960637296,0.24787658818098057
-0.18409316237490625,0.7618873240216796,-0.9080046697677452,-0.07333054361542529,0.7158599835262724,-0.41390045140025095,0.6662464058766078,-0.5744032965556608,0.5745924638233658,1.8381901071986977,0.85694514947283,0.24787658818098057
2.1796474385973488,-0.29647619016327054,-0.9080046697677452,0.728053554908985,0.7158599835262724,-0.26063409429371664,-0.9437545724926802,-0.5743968271980504,-0.646997117163013,0.5232901212608393,-0.5515009844091956,0.24787658818098057
-0.09614002373407807,0.5331567476959945,-0.9080046697677452,0.3164949487281126,0.7158599835262724,-0.49343326373661467,0.23389320196669666,-0.574396768117159,0.47375964657314873,1.4330388510273688,-0.9764692710769333,0.24787658818098057
-0.11812830839428512,-0.05223845612058988,0.511587681068378,0.247771318485731,0.7158599835262724,0.22981824844719304,-0.8075780191523476,-0.5744032965556608,0.36284354759790993,0.46804222269202167,2.239986966943567,0.24787658818098057
-0.2060814470351133,0.6882283248659509,0.7955061512356026,0.624674418817881,0.7158599835262724,-0.2863165649440008,-0.9476369277930957,-0.5743445110686995,-0.040487721402957914,0.8289951600082964,1.2115457278508899,0.24787658818098057
-1.2175425414046366,0.4827584851157588,0.7955061512356026,0.2904543708869823,0.7158599835262724,-0.292115832510194,0.21036377590357225,-0.5733339324209887,-0.729680027308191,-0.38277541526776904,0.1436330540306858,0.24787658818098057
0.5415202314119256,-0.7112926590929033,1.0794246214028274,-0.05140163595973654,0.7158599835262724,-0.42301358614712603,0.9691877664393346,-0.5744032965556608,-0.7624506929145115,1.8455564936745403,-0.48100480928558004,0.24787658818098057
-0.4479525782973905,-1.4129915457869549,-0.34016772943329593,-1.5725238107547879,0.7158599835262724,-0.3791048460030918,1.6956587961383007,-0.5713310902019068,-0.38836094091620654,0.42752709707488873,-0.8876023387001475,0.24787658818098057
0.030292613062112447,0.2617814876485711,1.0794246214028274,0.5722016754989115,0.7158599835262724,0.5694896344670798,-0.6072837797900011,-0.5743424432374998,-0.5900265754166405,0.36859600526814995,1.5364383508807298,0.24787658818098057
1.5804666816067074,-1.0214358134328156,-1.19192313993497,-0.6579708852215552,0.7158599835262724,-0.4346121212795124,1.398599792091355,-0.5744032965556608,0.26705237121020403,1.8860716192916729,-0.8198360837977197,0.24787658818098057
0.7394147933537891,0.3121797502288069,0.511587681068378,-0.387579622074179,-1.3969212178533508,0.024358483244920032,1.4368351094439322,-0.574375439915357,-0.7276633709631867,1.8160909477711706,0.9627697039294655,0.24787658818098057
-0.7008178518897715,-1.5099112815181774,0.511587681068378,-0.1823877004388059,0.7158599835262724,-0.4544953243636033,1.6985999743961913,-0.5743952024735365,-0.6101931388666838,-0.16178382099249874,-0.2866987229539739,0.24787658818098057
1.11871270374236,0.3819619599552872,0.22766921090115338,1.0669726544803884,-1.3969212178533508,-0.46692232629116015,-0.19846000194321445,-0.5744032965556608,-0.5446518076540428,1.3998901118860783,-0.357676648704858,-6.1239510313906065
0.3051461713146999,-0.31586013730951507,1.6472615617372766,-0.13833409130907415,0.7158599835262724,-0.459466125134626,-0.6337543841110161,-0.5744032965556608,-0.8612668538197241,1.8676556531020674,0.2710400365889472,0.24787658818098057
1.2506424117036024,-0.47868529333796916,1.6472615617372766,-0.05570909996353259,0.7158599835262724,-0.46692232629116015,-0.004342236922438042,-0.5744032965556608,-0.7806006000195507,1.1310170055178328,-0.8806008962505127,0.24787658818098057
0.36011688296521754,-1.3393325466312258,1.0794246214028274,-0.5753458938760136,0.7158599835262724,-0.3824187131837737,0.8103641405132446,-0.5665455379970207,-0.8365628135934211,0.00764306795187534,1.9599292689581778,-1.876065951676215
1.7673671012184673,-0.3740119787482487,-0.056249259266071265,0.0051827775446744865,0.7158599835262724,0.7103289896460571,-0.16022468459063724,-0.574393430046794,-0.6651470242680521,0.987372469238907,-0.712566277459279,0.24787658818098057
0.7998825761693579,0.4943888534035055,-1.4758416101021945,0.7366684829165769,0.7158599835262724,-0.44786759000223964,0.29565794538239815,-0.5743657801896102,-0.20686186986581595,1.8308237207228555,0.787444592312236,0.24787658818098057
0.695438224033375,0.33931727623354924,-0.6240861996005206,1.0052976016987638,-1.3969212178533508,-0.10571080359684153,-0.6996367770877644,-0.5744032965556608,-0.4286940678162932,0.20285230956169745,-0.1595486740635889,0.24787658818098057
-0.035672240918508694,-0.9594071825648331,0.511587681068378,-1.024105325544215,0.7158599835262724,3.7342327920182203,1.8250706394854848,-0.5741433406334201,2.1828758989643267,0.015009454427717691,-1.1032339194655034,0.24787658818098057
