UMAP_1,UMAP_2,cluster
-1.8415608,11.069868,4
10.017419,8.184088,5
11.133657,9.606117,5
9.986245,12.330974,5
9.654252,11.65248,5
-2.945237,11.211361,4
-1.4805958,11.669838,4
10.411569,12.04229,5
11.431485,8.533035,5
8.116672,8.574316,5
9.560823,10.784572,5
10.577352,10.262799,5
8.458047,13.977235,2
10.919151,10.949437,5
0.7003906,11.523405,3
0.40613723,11.920315,3
0.24578972,11.817575,3
10.30316,10.975669,5
-2.1734416,10.616473,4
8.2220745,13.979888,2
10.218078,10.581506,5
-2.2130435,9.008229,4
8.500144,13.368297,2
1.2486506,12.671135,3
9.098224,11.291456,5
7.516464,14.071895,2
9.50824,12.479267,5
9.058739,9.25561,5
9.029988,7.618773,5
5.3291483,10.817485,0
10.796355,12.431731,5
-1.3624094,9.775403,4
12.657983,7.6701016,6
-2.0786655,11.512727,4
10.774853,9.245017,5
2.8222368,11.043531,1
-0.37458864,10.650809,4
10.037337,12.209227,5
8.549635,13.6827345,2
0.55895364,10.751519,3
9.707317,10.501514,5
12.394665,9.147996,5
10.038189,8.490244,5
10.02266,8.935148,5
10.979825,12.087563,5
-0.72939163,9.833394,4
0.48917526,10.7279825,3
-2.55676,11.0845175,4
11.140453,10.050322,5
-3.067224,10.00955,4
10.580264,11.135312,5
1.3925653,12.371024,3
0.89375395,11.661517,3
4.7557964,11.088459,0
10.597103,9.099747,5
-0.02046138,11.241046,3
-1.7733208,8.72527,4
4.97981,11.033283,0
8.846445,8.609049,5
11.818516,7.6510344,6
13.190571,8.172504,6
-2.9371526,9.956484,4
11.408471,9.353405,5
10.723435,11.505684,5
11.397571,9.242794,5
12.052779,11.574686,-1
12.619713,9.703853,5
9.128212,9.617916,5
8.134191,13.5965605,2
8.310614,10.419559,5
12.770611,7.432181,6
-3.0749867,10.057092,4
-0.96352214,12.181465,4
-0.8134225,9.170587,4
-3.1283996,10.823912,4
12.363576,10.180605,5
9.155909,11.815361,5
-1.2281187,9.52234,4
9.070932,11.6770935,5
4.4389563,11.174459,0
9.642468,12.495428,5
-1.1305741,9.98441,4
-1.4618804,12.113121,4
10.008254,11.461411,5
9.648083,9.197236,5
10.293391,11.979346,5
9.542383,8.05228,5
12.61816,7.3669767,6
11.6000395,8.394308,5
10.329921,7.6987686,5
-1.9028745,10.056007,4
4.1186132,12.268262,7
2.937579,13.719987,8
2.4457808,11.687998,1
12.529329,10.606532,5
-2.7950776,11.190589,4
5.855399,11.423572,0
4.691935,10.656343,0
2.842313,13.7086735,8
8.152201,13.365137,2
5.1070642,11.166994,0
9.2669115,9.819626,5
12.536945,10.653086,5
2.2528267,11.894077,1
8.479821,14.037844,2
-2.8948863,10.589481,4
10.103102,12.363059,5
11.659265,9.516359,5
-1.7140297,8.776055,4
0.6635771,11.410811,3
7.4140286,14.120435,2
0.8637162,11.347653,3
3.221566,14.006024,8
2.8702064,13.69979,8
13.067488,7.975279,6
8.691846,8.223784,5
-2.4453745,9.430482,4
11.088235,11.606063,5
12.437813,9.829402,5
10.915369,11.056411,5
-0.84597665,9.251897,4
0.42556903,12.020348,3
10.478331,8.997512,5
10.511799,9.150809,5
-0.7974289,9.759842,4
8.68938,13.540506,2
11.085129,9.670113,5
3.0587049,13.78658,8
-0.76898354,9.865006,4
9.2657,11.731492,5
7.837494,14.08388,2
8.852262,7.6620874,5
-2.130898,11.674294,4
-1.3560038,11.774772,4
0.5030859,11.79773,3
8.332476,14.009025,2
13.034875,7.801224,6
7.8707,14.1012945,2
11.645176,7.924436,5
1.0770797,12.564419,3
-1.2424083,10.36144,4
12.497062,7.4015765,6
8.642287,7.9954667,5
1.0472724,12.390335,3
-2.1635337,11.436999,4
11.019139,10.091127,5
8.918847,9.374557,5
-2.8770058,9.775492,4
4.9676085,10.992041,0
10.469177,11.216069,5
10.272145,10.740042,5
7.2733703,12.9817505,2
11.056505,10.771614,5
8.576484,8.488805,5
-2.156574,9.079169,4
8.729302,10.990858,5
9.137982,10.585901,5
11.115319,8.183067,5
-1.6148032,10.5131855,4
-2.3164806,9.539418,4
1.2876835,12.555203,3
-0.920938,9.80189,4
11.964333,10.260646,5
10.050916,11.5151825,5
3.1284962,14.326728,8
13.221935,8.09288,6
9.666911,10.469602,5
3.1083045,13.88567,8
-1.1150213,10.367367,4
8.456469,8.905841,5
11.097689,11.667966,5
10.429135,9.058394,5
3.1486397,14.266618,8
12.057889,9.625168,5
-2.1425235,10.208311,4
6.745276,12.62867,-1
12.76243,7.4006658,6
-1.4440165,10.5665455,4
0.37266862,10.68884,3
-1.9677277,11.862052,4
4.080513,12.224252,7
-0.6811591,9.9583845,4
8.141962,8.6879835,5
10.361308,12.479227,5
-2.7243822,10.828024,4
8.840723,9.477161,5
-1.824372,11.3790245,4
8.457648,10.586383,5
10.744041,10.84983,5
10.252308,7.7058716,5
-1.7973087,11.30679,4
-1.3416305,10.390619,4
-2.6442883,10.746852,4
11.0541725,11.387547,5
3.8106523,14.171548,-1
9.352772,9.027637,5
2.9876068,13.955623,8
4.9302998,11.091136,0
-3.3990839,10.736872,4
10.910735,8.377507,5
11.35722,8.65929,5
3.1867867,13.259762,7
12.74482,7.2906933,6
-1.5653573,8.822811,4
-2.1899657,10.411449,4
12.714195,7.274645,6
3.4623182,13.957994,8
1.0938616,11.668164,3
9.000544,8.954102,5
9.29108,11.815109,5
-0.82906777,12.34459,4
12.6096735,7.331416,6
10.279955,12.461967,5
11.712101,7.6335745,6
12.0496855,10.289124,5
0.80805796,11.534369,3
11.925409,9.434732,5
3.1969337,13.077983,7
9.931363,8.818416,5
10.272132,9.581682,5
8.17237,13.917071,2
-3.0773258,11.197863,4
-1.6055449,10.386568,4
10.06248,7.681345,5
11.065534,8.813859,5
3.4758203,12.922056,7
-2.8696384,11.022264,4
-2.1872337,9.779478,4
0.9171389,12.075158,3
10.019256,12.421313,5
10.900871,11.69947,5
8.28224,10.447401,5
9.007085,10.888126,5
1.2855941,12.201234,3
10.776236,10.872402,5
-2.0990121,10.367144,4
-1.6067796,10.179322,4
9.372977,8.120443,5
4.8441052,10.832134,0
8.903361,-0.46977374,-1
8.542498,13.964219,2
2.9222744,13.008132,7
10.616596,9.244092,5
-1.8892242,8.747262,4
0.95146614,11.705866,3
4.1360736,12.152236,7
8.266892,10.424562,5
10.815713,9.433034,5
4.4918847,11.160796,0
1.0867546,12.579282,3
4.190756,12.075181,7
-2.0503416,10.631229,4
12.02269,9.787858,5
8.672287,8.418217,5
2.6302137,11.317713,1
11.26448,10.508001,5
-2.9917574,11.2123995,4
12.371623,8.139175,-1
3.3223817,13.987721,8
8.314393,8.143627,5
12.922852,7.8308363,6
-2.9804325,11.190098,4
8.4321165,13.94511,2
-1.8053672,8.983385,4
4.672197,10.664931,0
7.4607115,13.139094,2
-3.4992833,10.739254,4
-1.4540852,9.87449,4
-3.5904784,10.728239,4
8.206316,9.0313835,5
10.207217,7.681522,5
10.432441,8.966626,5
-1.4110725,9.675941,4
-2.2227883,9.047329,4
1.0537167,12.263838,3
-1.3569115,9.867084,4
8.351457,10.45502,5
9.498141,10.486278,5
7.5505614,14.125228,2
-2.3943546,9.374477,4
2.9035354,11.02068,1
9.611088,10.311344,5
12.185919,9.047099,5
1.0239824,12.368529,3
8.471615,8.985686,5
-1.5255367,10.850411,4
10.960613,9.941214,5
8.463113,13.889119,2
3.0012784,13.930924,8
0.4545888,12.146768,3
10.224363,8.668664,5
-0.7368927,12.399467,4
12.581609,9.408013,5
-2.4563637,9.997218,4
9.191173,10.618786,5
8.397827,8.421058,5
-2.2123983,9.269841,4
4.216222,12.041404,7
-2.9875484,11.490513,4
9.873486,11.660171,5
0.59633124,11.711378,3
8.851714,-0.4168714,-1
3.080486,14.079438,8
1.3199558,12.623121,3
8.342416,13.928375,2
12.208917,9.616418,5
8.95753,-0.54532975,-1
4.9720173,10.837179,0
9.547769,10.449429,5
-1.5474601,10.607332,4
9.513426,8.115595,5
10.608254,8.95752,5
12.2462845,8.973427,5
11.135337,11.52407,5
12.130835,8.996674,5
0.6785722,12.252012,3
10.659627,12.035144,5
8.239413,14.072619,2
9.865065,7.6843677,5
-3.5756044,11.153961,4
10.665424,7.9303627,5
8.247965,10.416584,5
10.050757,10.409159,5
1.0105768,11.538283,3
1.2216464,12.416078,3
11.088703,11.5568075,5
-0.8205714,9.1721735,4
-1.9900316,10.252189,4
9.005564,9.703647,5
10.790232,11.172703,5
3.1341085,14.283862,8
-3.0288327,10.63577,4
-1.2727567,10.399972,4
-0.91350603,10.97067,4
8.237121,8.611768,5
9.364391,9.309128,5
3.7756584,14.222428,-1
-2.7350104,9.879441,4
9.279355,8.8891535,5
-0.9900471,9.491852,4
12.120541,7.5573134,6
2.950185,13.177279,7
10.97344,9.996087,5
7.214926,13.691953,2
9.51153,12.570879,5
10.911194,8.458338,5
11.562688,10.622247,5
10.889873,10.968948,5
2.99999,13.714492,8
9.755988,12.364115,5
13.161602,7.966296,6
7.5027595,13.953406,2
9.547089,9.282126,5
0.55588955,11.211042,3
8.10552,8.795923,5
3.3441477,13.597992,-1
-1.6296889,10.544284,4
11.003014,9.590847,5
9.043786,11.979917,5
-1.4535979,9.857065,4
-0.9908074,11.8376875,4
9.65503,10.188657,5
10.879954,11.075466,5
8.676428,10.723208,5
8.96282,-0.54723793,-1
9.42148,11.852466,5
-2.696611,10.104913,4
0.48788282,12.676985,3
12.346305,9.911509,5
0.33784404,12.006714,3
-1.928636,10.879349,4
8.696908,9.122551,5
9.783097,10.080296,5
2.62079,11.224597,1
8.894648,10.901948,5
7.3237185,13.299035,2
-2.8449233,10.613584,4
-2.2678907,10.104527,4
12.579486,10.751955,5
9.596343,7.8057957,5
6.7026353,12.689358,-1
-1.4313797,9.984158,4
0.34863082,12.310651,3
0.42280698,12.320669,3
-3.3547976,10.712441,4
9.856124,8.15157,5
0.47440946,11.854881,3
11.841511,8.76418,5
8.540132,10.537839,5
11.359643,9.223863,5
8.498602,8.402665,5
12.650527,7.307816,6
-2.0248263,8.882667,4
9.583759,12.385915,5
11.191447,9.066114,5
-1.423872,9.450139,4
-1.0587491,11.009308,4
8.872516,-0.4976915,-1
10.520232,7.755646,5
-1.4157693,10.921783,4
5.4819226,11.326227,0
-2.6336746,11.201685,4
9.776479,7.8323545,5
10.490698,7.88959,5
10.018635,12.2404,5
10.875557,9.874608,5
0.2593512,11.765181,3
0.60827965,11.514357,3
10.992519,12.037752,5
-2.4638743,9.303461,4
9.399776,9.083801,5
11.925748,10.059646,5
11.718553,8.50417,5
10.567859,10.228385,5
-0.75641906,9.767355,4
11.197946,8.436194,5
9.625806,10.9942045,5
8.513474,9.344792,5
2.943806,13.801415,8
9.707391,11.328906,5
-1.9158334,8.800356,4
10.656356,8.230749,5
-0.744266,9.738793,4
-2.2911143,10.915976,4
3.1781836,13.004706,7
4.7931075,11.177857,0
-2.0714934,8.985949,4
8.7030525,7.944463,5
8.283793,8.260747,5
5.37434,10.815262,0
10.2421255,11.082145,5
4.602155,11.162524,0
8.507406,8.371426,5
5.1039886,11.229073,0
9.095796,11.833955,5
4.627488,11.097802,0
-2.701532,10.518114,4
10.645844,9.280778,5
8.182615,13.465327,2
-0.9395613,9.744531,4
-2.2387216,9.575891,4
12.609129,10.87061,5
2.9234543,13.824718,8
-0.78590596,10.404986,4
8.828215,13.516667,2
1.0919161,12.363928,3
8.929694,-0.5118107,-1
8.341521,13.503673,2
-2.4034164,11.046406,4
10.652145,10.25693,5
2.8256097,13.708519,8
1.6664828,12.750698,3
0.40803057,10.601901,3
8.039278,13.730696,2
12.969433,7.766887,6
9.955071,12.3176,5
0.6314746,11.224157,3
8.15152,14.0384865,2
-3.229676,11.271783,4
-1.0317339,9.880473,4
-0.22365265,10.064753,4
3.6889699,12.570068,7
-1.0798125,9.614365,4
8.481227,8.072224,5
-2.8380418,9.844065,4
9.785657,12.368478,5
2.907232,13.012824,7
8.645067,9.011582,5
-3.1945732,10.581415,4
0.11342548,10.743848,3
9.9867325,12.2540455,5
8.458211,10.603148,5
10.054625,10.610795,5
11.92982,9.668431,5
-1.3112469,10.526803,4
-3.026059,10.361515,4
-3.6044133,11.148678,4
10.293094,10.902778,5
9.899456,10.300157,5
-1.5186921,12.199826,4
3.9117844,13.628214,-1
8.865876,13.037337,2
10.520157,11.314615,5
8.797127,9.6443405,5
-2.868476,10.035193,4
8.930841,-0.5117592,-1
9.523837,7.8184423,5
8.282423,9.3291645,5
11.878202,7.5754623,6
3.7307055,13.614655,-1
8.472804,7.9449024,5
9.286883,10.61475,5
2.7480886,13.489791,8
10.931019,11.996912,5
9.20293,10.573033,5
7.592242,14.033261,2
10.956157,8.073278,5
-2.21934,9.934406,4
7.6800976,13.178799,2
0.62939763,11.498761,3
-2.1804113,9.557995,4
6.779989,12.7174635,-1
10.232827,11.355839,5
7.306207,12.963303,2
8.457889,14.020838,2
4.682222,10.629563,0
2.630641,13.367377,-1
-1.3546164,10.964623,4
9.758845,12.242109,5
5.3832054,11.25931,0
10.65698,12.24136,5
7.639416,13.288467,2
10.195347,10.775638,5
12.493321,7.423383,6
8.601281,8.467617,5
10.634432,10.994208,5
8.668737,13.416698,2
12.6670885,10.750761,5
9.477451,10.040964,5
6.946934,13.356141,2
-2.5614328,9.409698,4
8.873022,-0.44744363,-1
13.033198,7.803913,6
10.63061,10.887469,5
-2.1321797,8.906409,4
-1.9089468,10.016355,4
2.5942638,12.716321,-1
3.0000458,13.9113865,8
-1.9396968,10.08208,4
10.328667,11.759198,5
-0.79979926,9.911634,4
11.040767,8.626581,5
8.863977,-0.459541,-1
12.027368,9.410654,5
-3.5804474,11.202803,4
12.262344,9.019254,5
11.503518,12.108686,-1
9.244416,9.5089,5
12.327207,9.797265,5
9.925983,11.607163,5
5.5029817,11.188877,0
8.549825,9.249873,5
0.6367182,11.347116,3
-0.78863484,9.784729,4
10.481699,9.7227545,5
10.586861,11.19006,5
-1.0202885,12.166187,4
10.335708,10.689379,5
11.351626,9.443924,5
4.047591,13.627741,-1
8.533367,10.261291,5
11.63844,9.274096,5
8.545915,8.383052,5
8.326483,8.211093,5
0.50997347,10.730748,3
2.9326544,13.812704,8
-2.516989,9.847566,4
9.113064,8.089953,5
-2.8516953,11.419677,4
9.550382,8.757692,5
7.7660155,13.910527,2
10.964105,10.882165,5
9.225486,9.185635,5
0.54894286,11.695164,3
0.52376246,12.710299,3
12.756304,7.9208612,6
12.716091,10.490849,5
2.8816006,13.960058,8
10.63201,9.394471,5
11.848152,9.351478,5
-1.0773787,11.768188,4
0.40950084,12.563195,3
8.885449,10.407263,5
-1.694366,10.056262,4
-3.55811,11.202042,4
8.133432,8.84873,5
12.5555725,7.473565,6
-2.254249,9.786262,4
3.1302717,13.085087,7
2.9437613,10.999145,1
10.506908,7.7417555,5
11.185858,10.593742,5
8.911175,-0.5022923,-1
8.098128,13.543958,2
-3.0610447,10.296155,4
3.052545,14.050507,8
-1.5293976,9.149293,4
10.597105,9.657427,5
10.123968,11.170819,5
-1.4083807,9.858066,4
8.265027,10.447017,5
7.7727284,12.902686,2
0.27859575,11.891768,3
4.7537823,10.970952,0
10.251052,12.391935,5
0.25913584,11.318746,3
12.655541,10.570882,5
7.574663,13.859486,2
9.268772,9.796508,5
3.1814566,13.203383,7
2.561107,11.24582,1
10.839152,9.407428,5
10.638183,12.029422,5
9.816194,10.747315,5
-3.0109947,11.17339,4
10.703629,12.4684725,5
11.334729,12.236377,-1
12.477919,10.756787,5
11.699718,9.392435,5
9.484786,10.825042,5
-1.7227157,10.191068,4
10.509906,10.38198,5
8.917489,-0.49212396,-1
11.880645,9.741608,5
8.224229,8.744885,5
2.1922379,13.0641165,3
10.237359,9.028363,5
8.6093645,9.289,5
12.6046715,10.264611,5
8.974733,9.823157,5
-2.8553705,10.086253,4
11.07701,8.1930275,5
11.140758,10.481162,5
10.674976,11.081034,5
10.435415,11.188709,5
11.803064,9.489214,5
3.252838,14.016702,8
10.226489,10.153986,5
9.73946,8.479526,5
9.1611,7.9437165,5
10.614468,10.098569,5
-3.4982452,11.282504,4
8.252835,13.973024,2
9.622807,8.391131,5
-1.5023465,10.884268,4
2.7691264,11.078283,1
-1.9252256,11.694636,4
4.1173325,12.20217,7
3.2679589,13.26435,7
11.606315,9.672707,5
8.923176,-0.4965017,-1
10.37176,10.713689,5
3.2404542,14.273573,8
12.92837,8.192675,6
7.959314,13.909325,2
3.5491378,12.692025,7
8.812579,9.642174,5
12.676099,10.13948,5
8.870928,9.932698,5
-2.8630342,10.123,4
10.655542,8.092613,5
13.113506,7.926708,6
9.182808,7.630387,5
9.334148,8.193567,5
8.196826,8.564592,5
10.597538,12.356796,5
