UMAP_1,UMAP_2,cluster
0.21506713,11.8260355,3
0.2664372,11.885552,3
-2.248122,9.583788,4
-1.772617,10.168648,4
-1.9308358,11.908585,4
12.166746,9.97571,5
9.404026,9.848702,5
-0.12784505,11.579582,3
8.34347,8.738302,5
9.879035,10.5515995,5
4.973185,11.043604,0
1.2345175,12.205752,3
8.461949,13.872041,2
11.989251,9.550711,5
-0.9699407,12.185118,4
8.879436,-0.4479797,-1
-2.9722202,10.760413,4
0.5597198,10.78844,3
9.429151,9.431458,5
12.015461,9.283879,5
10.580335,10.216111,5
12.669651,7.604364,6
8.312945,8.47399,5
0.33276385,11.978252,3
5.5976267,11.35564,0
-1.308809,9.857091,4
2.8960133,14.037303,8
-3.006125,10.623489,4
-2.5919108,10.860139,4
0.512815,10.985937,3
-2.2371924,10.431644,4
1.1059335,12.363911,3
-0.8354919,9.192037,4
3.5393288,14.278493,-1
-1.2694199,10.542331,4
12.319506,9.729879,5
-0.8373187,11.038478,4
12.140439,9.064162,5
10.751489,9.033177,5
10.581353,10.901867,5
10.745092,7.8831353,5
6.7736387,12.67364,-1
-3.621184,11.034698,4
9.733861,12.252107,5
12.641613,7.2513967,6
-1.8917254,10.028822,4
9.497939,10.56088,5
11.099048,8.249162,5
-0.18210925,10.089063,-1
10.266861,10.135884,5
10.261822,8.6750965,5
10.79754,7.9894743,5
-1.484734,10.688008,4
2.94082,13.716475,8
3.1001844,14.2609415,8
8.512236,13.294054,2
5.3174715,10.807647,0
12.900521,8.148193,6
9.2944,11.890178,5
-1.4589896,12.025103,4
-1.4535316,10.92733,4
9.58238,11.213791,5
-2.3453982,9.489929,4
-2.9371774,10.255194,4
9.196927,8.315678,5
9.36938,9.298876,5
9.4531145,9.16361,5
10.252467,9.695973,5
10.517999,9.398963,5
8.162606,8.72491,5
0.25911564,11.303231,3
7.009313,13.368541,2
-2.287605,11.338252,4
4.80414,11.173238,0
10.865437,8.107759,5
2.778149,10.997384,1
-0.653515,10.312201,4
13.293292,7.9804354,6
11.091182,9.499209,5
10.939488,9.429626,5
-1.4879453,12.166375,4
-1.9742943,10.55883,4
3.2683156,14.247973,8
8.679034,8.482914,5
12.568419,7.4369607,6
10.836341,12.472441,5
8.065858,13.257749,2
10.758211,10.214585,5
8.901659,-0.48498943,-1
0.61413556,10.891478,3
13.333385,8.051373,6
-1.7747185,9.403167,4
13.061792,7.74196,6
2.601069,11.415138,1
7.5825753,14.118592,2
5.1079273,11.066323,0
7.424761,13.179415,2
11.734961,8.862057,5
8.679181,10.418621,5
10.581643,10.293725,5
-1.9030684,11.552215,4
0.3152533,10.686755,3
7.643496,13.703677,2
-2.7956426,11.475283,4
-1.815289,10.029272,4
11.056422,8.881241,5
9.653902,8.16939,5
12.3434725,11.076541,5
8.100986,8.712652,5
3.059834,14.016097,8
6.759602,13.275281,2
7.6154604,13.925795,2
-1.1035506,10.380021,4
-2.2268546,9.514156,4
-1.7115494,11.18142,4
10.511493,10.207792,5
9.059878,11.999522,5
-3.1554499,11.331059,4
8.665231,13.4399,2
1.3036261,12.545925,3
9.727725,7.915958,5
3.4339206,13.464338,7
9.991068,9.976039,5
8.889275,8.111032,5
9.113887,7.6751747,5
9.882807,10.759362,5
8.240499,8.502314,5
3.2735837,12.954762,7
9.72039,10.873076,5
10.984544,10.213881,5
2.9402847,14.074569,8
-2.3684008,11.144935,4
3.0061982,13.751064,8
5.4663434,10.699173,0
10.353838,10.346563,5
-1.580727,11.339039,4
1.3983936,12.360952,3
11.662034,10.364742,5
-2.892234,11.098376,4
9.225437,8.766342,5
-1.3674084,11.143546,4
-1.6997612,8.766683,4
0.033185184,10.865247,3
5.3366838,10.770503,0
-2.447069,9.933951,4
12.111352,9.8109665,5
4.9466324,11.051823,0
9.541246,12.438894,5
5.8784256,11.546256,0
-2.2946513,10.3382635,4
-1.0928429,10.369443,4
-1.0076318,10.0170965,4
8.79509,-0.3392091,-1
9.843276,11.573647,5
3.604775,12.63723,7
8.380693,9.345295,5
11.34374,9.846041,5
9.220381,9.552638,5
3.1068919,14.292026,8
0.93376505,12.288353,3
4.8071666,11.135568,0
-1.0188252,12.109119,4
12.274903,9.430681,5
8.365045,13.934461,2
11.291448,8.247633,5
7.865321,14.069863,2
-1.8683842,10.521865,4
12.575541,10.740446,5
9.557778,11.706615,5
11.054055,8.957967,5
8.380702,13.921283,2
12.747196,7.2674527,6
-3.0073323,11.239212,4
12.429249,9.909419,5
9.396225,9.005364,5
2.8542874,13.0053625,7
4.465438,11.156687,0
10.690485,11.792103,5
-2.5373805,9.9313135,4
4.108896,12.24649,7
-1.5414861,10.322222,4
9.692944,7.9560766,5
9.482708,12.434693,5
3.8687704,12.416748,7
9.071243,9.672931,5
11.293097,9.511874,5
11.339029,9.75,5
10.289718,10.992015,5
8.526207,10.756513,5
11.573394,8.29891,5
9.475669,11.945369,5
3.293511,14.3253,8
10.708502,9.896685,5
-1.0706877,10.40162,4
8.17003,13.979636,2
-2.897727,11.2104025,4
3.1315224,14.111797,8
-0.6482683,10.449916,4
-2.3725848,11.492113,4
12.902607,8.4148035,6
9.97024,11.826516,5
11.022511,9.942897,5
0.7220377,11.223051,3
2.5479546,11.489685,1
12.210869,9.190625,5
8.343346,14.1137,2
11.912157,9.350201,5
10.269006,10.773484,5
10.861254,9.340924,5
10.2727585,10.35987,5
-2.2427378,11.425727,4
8.064592,12.850235,2
11.773598,8.384978,5
11.480769,8.890166,5
-1.4590561,11.374674,4
-0.8390828,10.628997,4
5.2741237,10.815574,0
8.648036,7.9080453,5
-2.0834959,8.753335,4
11.622366,9.129195,5
-1.3094044,10.723573,4
0.67504835,12.420236,3
9.098934,9.657469,5
12.750316,7.8725686,6
-1.8778244,9.989866,4
9.156452,10.405308,5
8.877613,-0.4426325,-1
10.757251,8.929188,5
12.184237,9.740999,5
-0.6102577,10.283614,4
-1.6454146,11.340055,4
-1.0547165,12.142914,4
8.711106,10.382828,5
12.882474,7.8035774,6
10.624346,10.322256,5
8.7331505,9.104971,5
0.96166444,11.52317,3
11.145869,11.393585,5
-1.2112157,10.270411,4
8.923442,8.885059,5
9.948194,11.780274,5
-2.265032,9.596497,4
-1.8950065,11.547511,4
12.085802,10.372177,5
-2.4080737,9.889984,4
10.393155,8.151709,5
9.595241,8.960435,5
4.4476514,11.12406,0
0.5928462,11.013352,3
12.039861,9.326065,5
-2.854811,9.91033,4
11.921913,9.668594,5
12.604922,7.3570023,6
-1.7357968,11.446929,4
9.98381,10.485722,5
3.5822995,12.636504,-1
11.009416,10.653967,5
8.441846,7.9875026,5
-1.1002918,11.978072,4
-2.1458812,9.608049,4
11.449745,8.311493,5
11.804803,9.625096,5
5.251304,10.857517,0
-0.6153436,10.316375,4
10.750178,9.767843,5
10.575955,12.049672,5
3.2022552,13.323798,7
3.8112967,12.471554,7
11.368979,10.108642,5
3.0447776,13.830895,8
12.173896,9.419603,5
9.705484,11.861522,5
8.891901,-0.4747233,-1
5.1836615,11.134176,0
1.1200721,12.601205,3
2.3295608,11.885966,1
8.942086,9.290418,5
7.4000235,13.244991,2
12.8175,7.67638,6
7.235098,13.33235,2
8.703497,7.518691,5
-1.1123341,9.921942,4
-1.4016201,10.032363,4
11.223031,10.642955,5
10.130252,11.412091,5
7.249976,14.0023365,2
-3.041501,11.169717,4
6.7854347,13.34888,2
0.5881016,11.436664,3
0.55039006,10.917886,3
-1.8748317,11.695236,4
-0.81127393,12.364358,4
8.955368,-0.54273605,-1
-1.4588296,12.049652,4
8.923616,9.715433,5
10.56228,9.070492,5
-0.015251763,11.393604,3
12.404543,10.548574,5
-1.8530054,10.252858,4
8.879865,11.054361,5
12.177089,9.719072,5
4.7087164,10.6555805,0
10.648934,12.375908,5
8.402577,8.03585,5
10.879789,11.063108,5
11.745844,9.69453,5
9.790281,8.222685,5
-0.9528705,12.309834,4
-2.8003416,9.722777,4
10.30295,12.396785,5
3.0119457,13.693459,8
2.6208107,11.345556,1
-1.2487248,10.469375,4
9.661189,10.649039,5
8.3917465,8.18892,5
9.961347,9.835274,5
-1.3347422,10.662201,4
12.808871,7.6222963,6
-1.966053,10.118454,4
1.8484706,12.891,3
12.174944,8.910138,5
7.5182586,13.922133,2
0.43270802,12.204395,3
10.738938,9.110761,5
10.685158,10.058868,5
1.2071778,12.547785,3
11.269502,10.081923,5
5.0920057,10.734839,0
10.48282,9.291776,5
9.387648,8.213424,5
2.9575686,14.172705,8
7.503467,13.238462,2
11.836952,9.973581,5
-2.1897666,9.049566,4
10.5108595,11.154885,5
9.168254,12.710027,5
10.38287,10.765069,5
8.060039,8.716107,5
0.4414581,12.131119,3
11.238085,8.351707,5
9.591375,12.382515,5
11.53712,9.65832,5
-0.6658748,12.440073,4
9.742103,11.320996,5
0.13807744,12.132765,3
12.641733,7.29883,6
10.630766,11.719804,5
11.086988,10.501723,5
9.353144,8.054831,5
13.275687,8.009029,6
10.329777,12.1452675,5
13.195162,8.201228,6
-2.0347393,8.803934,4
-1.3307222,9.357753,4
10.041766,9.925806,5
4.196909,12.061155,7
10.129599,7.681546,5
9.216003,10.426697,5
11.224917,9.126822,5
11.306657,8.966873,5
3.2269292,14.014327,8
9.168925,9.892691,5
-2.2858994,9.89845,4
9.176402,11.837355,5
0.43054608,10.652353,3
11.019668,11.349559,5
11.867333,9.781189,5
7.0793915,13.317165,2
12.440254,9.333855,5
-2.847519,11.219359,4
11.0936365,11.547261,5
1.9058614,12.899792,3
11.929905,7.5762105,6
-1.1482664,10.456375,4
-1.6708847,11.386094,4
12.012155,10.2517185,5
-0.5409796,12.444948,4
10.670122,10.357802,5
-2.075079,10.751527,4
0.10651027,11.746672,3
11.009172,8.859465,5
-1.7430025,8.737981,4
8.352342,8.198422,5
1.2368581,12.633187,3
9.593921,10.008541,5
7.4730215,13.86378,2
-0.8147996,9.770179,4
8.732311,13.32322,2
7.4395237,13.182135,2
-1.5468308,10.570601,4
-1.2936578,9.4693575,4
9.584151,8.140041,5
-0.87327856,11.08304,4
8.357245,8.399177,5
0.47484812,11.828366,3
9.073236,9.037397,5
13.270796,7.9362116,6
-3.5239174,10.806072,4
-1.0628718,12.104475,4
9.821826,10.521127,5
-1.3183609,10.531775,4
-0.8278278,10.903718,4
9.143801,10.428015,5
10.812406,12.472791,5
-2.9298222,10.724995,4
-0.71907514,12.439399,4
5.3057394,11.07294,0
3.3581734,13.966285,8
3.2004225,13.044356,7
-2.1516347,10.48101,4
10.733438,11.859511,5
10.192199,11.322826,5
3.2877994,12.90658,7
9.767524,11.4084015,5
-1.8328074,9.956877,4
10.649291,12.50306,5
2.773569,11.037974,1
2.961632,14.077453,8
0.13989551,10.554589,3
12.2365055,10.429731,5
8.690128,13.560239,2
0.8150136,11.868163,3
7.965087,13.356348,2
3.284838,14.309448,8
9.36419,9.695575,5
9.59796,10.859401,5
10.614166,7.8456244,5
10.158863,10.8643675,5
4.0823555,12.130227,7
13.339598,8.056711,6
-1.5985245,11.90718,4
-2.8759634,10.509911,4
1.2866358,12.631757,3
13.044302,8.126185,6
10.017877,9.784986,5
-1.9610884,9.515324,4
9.595056,11.18667,5
9.349498,9.856329,5
5.2652187,10.833077,0
8.658522,13.308146,2
10.511807,9.2961035,5
9.370477,9.749703,5
-0.33221364,9.894382,4
10.903335,10.018593,5
4.5508447,11.150777,0
9.297347,8.698862,5
10.576464,7.8755617,5
7.4002466,13.486739,2
12.888119,8.148371,6
9.890566,8.257847,5
1.2506084,12.668848,3
-1.8213603,8.817934,4
7.1780176,13.472227,2
8.328411,13.929899,2
9.66615,8.462966,5
9.440213,12.608603,5
-2.4794455,11.264846,4
1.11683,12.739087,3
1.7786573,12.919792,3
11.767086,8.394168,5
10.673807,7.922119,5
5.080353,11.208941,0
9.550228,11.301336,5
12.702427,7.875826,6
3.9797227,13.618276,-1
8.938,-0.5233264,-1
9.188438,7.6771026,5
-2.8388903,9.893052,4
11.650811,7.7938595,6
8.098932,8.714736,5
11.626452,11.93125,-1
8.677887,13.565381,2
9.598503,10.971585,5
-2.8272681,10.025812,4
-2.7811797,9.734786,4
11.92602,9.284025,5
10.204002,12.326228,5
10.324726,11.32056,5
-0.6582932,10.497434,4
9.759556,10.718275,5
12.004375,9.324433,5
10.328733,8.499855,5
10.351338,9.723609,5
13.169904,7.8972597,6
11.086704,9.943015,5
9.175987,8.622527,5
-2.4485888,11.195382,4
12.179088,9.677076,5
-2.9597054,10.167216,4
10.082089,11.754228,5
8.529015,10.632216,5
9.957775,10.2506,5
12.253723,9.858278,5
3.25481,14.165785,8
-1.6964782,11.532872,4
7.6893373,13.289603,2
10.638035,12.493089,5
1.1193033,12.4077015,3
7.8627796,13.130706,2
0.39301026,10.635964,3
8.58011,10.763958,5
7.1640553,13.506535,2
11.4249325,12.036056,-1
11.388022,9.569725,5
2.2401054,13.102107,3
-2.2018867,9.460688,4
10.285832,10.907006,5
-2.4513881,9.9763775,4
0.579502,10.98514,3
13.040089,7.682992,6
0.568531,10.880447,3
3.483642,14.042862,8
5.008195,10.968467,0
-1.0075543,9.677722,4
11.211677,10.647893,5
9.921097,12.323973,5
-3.0949602,10.248481,4
2.8707108,14.061157,8
0.3497398,11.07795,3
10.553522,8.934288,5
2.6503792,11.168047,1
9.973513,10.941652,5
8.687807,8.704483,5
6.0410666,11.693958,0
11.406773,10.0675535,5
2.897727,13.662992,8
-2.984998,11.1179,4
12.779704,7.331549,6
8.149439,8.767692,5
-2.8049963,11.053589,4
12.389865,10.469513,5
10.688818,10.317544,5
6.8102775,12.720365,-1
8.5951,13.513257,2
10.869825,8.440066,5
11.026622,11.293265,5
9.488016,10.404661,5
10.123302,11.639554,5
-2.1851718,11.504286,4
12.553576,7.5693197,6
10.466387,8.630355,5
10.430261,10.224868,5
12.4231,11.011611,5
9.463231,8.201005,5
-1.4911543,11.9179945,4
7.980784,14.156126,2
12.552148,9.3927355,5
10.462012,11.047818,5
8.469248,13.37544,2
8.027616,13.201742,2
3.791379,13.595478,-1
-1.8597137,10.534943,4
9.788671,11.67496,5
5.2622075,10.857101,0
-0.6851706,12.433219,4
11.130569,8.886528,5
11.05282,11.470415,5
7.49818,13.948988,2
-1.9552364,11.957161,4
0.44855782,10.62156,3
-3.0900214,11.285431,4
-2.6181858,9.4785385,4
9.979516,9.559785,5
-2.8629432,9.8032465,4
10.050214,9.903104,5
8.789076,10.987773,5
8.208381,13.295644,2
13.026712,7.983666,6
-1.9957058,8.725336,4
9.132793,7.9737062,5
0.8764289,12.242013,3
0.6981345,11.66584,3
3.2562408,13.110639,7
-1.4155558,11.929423,4
0.5648221,11.626549,3
-1.4650784,12.0746765,4
9.84179,8.101449,5
8.664671,10.911769,5
10.961312,12.42908,5
4.6039577,11.150781,0
12.986901,8.065364,6
8.771558,13.806631,2
-1.6627197,11.7315035,4
10.956834,11.006634,5
9.099049,12.14173,5
-2.8903856,10.128827,4
2.871429,11.023053,1
9.375661,8.2408905,5
10.335318,8.924353,5
1.4334391,12.684018,3
-1.5746726,11.93401,4
10.323535,10.871017,5
-1.3759295,11.651319,4
9.261902,8.072047,5
7.3840528,13.131258,2
-1.6744511,11.065891,4
-2.4321907,10.97579,4
0.9063454,12.153536,3
9.81945,11.6405,5
10.931797,9.818986,5
11.723857,9.645942,5
4.71071,10.636804,0
9.458817,11.996407,5
-2.6431718,9.861615,4
10.506674,7.9280214,5
11.401873,8.254172,5
5.2274904,11.139055,0
8.9501295,7.6563587,5
10.445428,9.649681,5
-3.0488465,10.810483,4
-0.78094953,9.75275,4
-1.84272,10.000526,4
-2.1469872,9.476105,4
11.226795,8.673566,5
2.572804,11.29184,1
0.45624617,12.623552,3
9.150062,11.518917,5
-2.2782516,11.407965,4
9.525743,8.12563,5
5.2089767,10.88691,0
-2.795049,11.421075,4
2.2789016,13.1245985,-1
12.347635,10.500266,5
-2.0367212,10.262483,4
9.558907,11.969111,5
10.552359,10.515259,5
10.781361,11.353405,5
9.193316,11.637907,5
8.803269,10.375042,5
8.982407,-0.56579024,-1
9.5378685,12.377129,5
9.927419,9.997974,5
2.9535663,13.228368,7
0.19807631,11.917011,3
0.2402165,11.751228,3
-1.5610032,11.237024,4
10.596333,12.313811,5
10.564331,11.959369,5
7.2262335,13.352901,2
8.742393,7.8967214,5
1.03311,12.221931,3
10.452209,8.774919,5
-1.0442628,9.40886,4
11.471277,10.666426,5
-0.95782286,11.86329,4
-2.2109423,11.5011,4
8.154637,13.728683,2
10.674371,7.775124,5
5.581073,11.340614,0
11.142524,8.511178,5
9.855416,11.59361,5
-1.1767052,9.604118,4
8.305412,13.635136,2
8.180253,13.50729,2
10.410257,11.437475,5
5.2498035,10.972558,0
5.3488145,11.130398,0
-0.9890232,10.837805,4
2.7730567,11.300707,1
9.94224,10.053794,5
-2.0029287,10.717025,4
10.677848,11.0337715,5
8.9515705,-0.55271965,-1
-1.7116356,11.424768,4
8.8245735,-0.40784606,-1
12.461426,9.332451,5
11.134952,8.205242,5
0.7028794,11.618585,3
10.388644,8.900745,5
7.404,14.06776,2
7.420376,14.125118,2
9.421033,11.257843,5
-3.6723418,11.109111,4
4.926206,10.903835,0
2.4480546,13.390988,-1
12.645527,10.773763,5
9.808974,8.150959,5
-2.5011768,9.828219,4
8.549934,13.903873,2
-0.832404,9.229635,4
-1.2252612,9.645403,4
-1.9182528,11.916716,4
10.657559,10.793728,5
-1.8965784,10.06435,4
8.631052,13.294504,2
-1.2390757,11.921901,4
-0.8044419,9.9009905,4
3.0990071,14.219357,8
0.136919,11.554307,3
11.708596,9.433236,5
10.577922,10.399901,5
-0.9720748,9.6513,4
2.8325825,13.755003,8
10.280497,9.779194,5
9.157522,10.252363,5
3.362151,13.110796,7
2.02775,12.888126,3
7.288301,13.432061,2
-1.6443572,10.992357,4
5.712068,11.388796,0
10.986117,8.484999,5
10.715286,12.438123,5
8.496701,9.489535,5
8.764339,9.05196,5
9.651024,11.373165,5
7.270584,14.002827,2
10.5355215,9.191907,5
7.930001,13.19903,2
4.5766306,11.128155,0
8.413707,13.908587,2
-1.1776863,11.533525,4
12.388373,10.549012,5
10.178896,11.509251,5
12.555437,7.4772,6
-1.0011898,10.2054405,4
8.965429,10.231227,5
8.663191,13.345852,2
2.6981292,10.953151,1
8.655287,10.774277,5
12.622168,7.3024735,6
8.142962,13.897462,2
8.982809,-0.53868175,-1
13.071291,7.7444887,6
9.214273,10.219829,5
9.499873,12.526684,5
11.262233,8.133487,5
-1.8672837,9.207425,4
10.148011,12.248211,5
5.018397,10.93013,0
-0.70179653,12.42786,4
10.354827,10.393421,5
9.632927,9.201182,5
12.510417,10.977879,5
2.8648765,13.518776,8
7.324019,13.309744,2
-2.7116897,10.905539,4
4.9125366,11.291178,0
8.590391,9.659143,5
11.092416,9.660954,5
10.151622,10.87539,5
12.847306,8.063352,6
13.327691,8.045774,6
10.340819,11.228084,5
7.5402613,13.954275,2
3.3458657,14.045563,8
10.474519,10.610023,5
11.764916,8.821453,5
7.4379444,14.1060505,2
12.408035,8.454424,-1
8.299203,8.645692,5
8.380202,8.385783,5
-1.4619837,9.141906,4
0.42643005,11.82297,3
8.700194,13.813908,2
6.023899,11.426159,0
13.123966,7.8517847,6
5.085336,11.25564,0
9.686508,12.150837,5
4.6948075,11.159893,0
8.4584465,8.008537,5
8.886348,7.6291294,5
1.9442574,12.83042,3
10.676111,11.26809,5
12.54753,9.241694,5
10.199599,10.817946,5
-3.6637995,11.023877,4
11.774757,9.342809,5
10.448066,8.771241,5
9.946539,7.641886,5
-1.6726851,11.718808,4
8.539181,13.799189,2
8.825939,10.073898,5
0.33239022,11.841675,3
-3.032464,10.306991,4
8.6173725,8.909647,5
-3.4519231,11.166132,4
9.6186075,8.131633,5
-2.3439202,11.3344755,4
9.803427,12.425207,5
0.49205858,12.692219,3
10.546057,12.132127,5
8.721735,13.483452,2
-0.26096064,10.238387,4
-2.234403,11.429797,4
10.273814,12.369613,5
3.1062624,11.035476,1
-0.83978355,10.272888,4
-0.7827312,9.324574,4
4.666553,11.165272,0
1.9573455,12.833665,3
-0.4906937,10.45279,4
8.339325,14.075713,2
-0.9584246,9.723421,4
-0.41491523,10.261352,4
13.1956625,7.9140167,6
11.076984,9.169809,5
9.818716,11.503811,5
-0.6860762,12.224661,4
-1.5295845,9.487526,4
9.649869,9.995487,5
-2.7289422,11.598065,4
0.093563035,11.611185,3
-0.5936617,10.150272,4
11.361175,8.581051,5
12.43787,10.400804,5
-2.5540488,9.558437,4
8.047948,8.774205,5
6.8154173,12.797518,-1
3.0072353,13.901533,8
3.2231002,13.126878,7
11.40246,9.984783,5
0.5453061,12.708019,3
-2.0026805,10.470067,4
11.86647,10.207654,5
3.615481,13.612783,8
10.689091,8.621834,5
-1.9902363,8.772988,4
-2.9673831,9.968868,4
9.353366,9.977877,5
1.1621927,11.9507475,3
12.478633,7.7068043,6
10.040651,10.03071,5
8.425423,8.356617,5
11.273346,9.689032,5
10.6066885,11.977945,5
12.279137,9.21155,5
12.493226,7.594831,6
9.01065,9.717706,5
11.224394,8.803656,5
-3.566584,10.9745865,4
9.987577,10.84633,5
9.243396,10.0563135,5
-0.96398556,12.241116,4
5.511947,11.248264,0
12.070725,10.186649,5
11.30123,8.535668,5
-3.53291,10.724894,4
0.68168825,11.424879,3
3.546576,12.683479,7
0.9138839,12.20915,3
-2.1219087,11.640583,4
3.2317624,12.999523,7
11.2268,10.521876,5
3.4465709,13.801478,8
9.253297,11.572518,5
-1.0038995,10.307239,4
9.316793,10.117097,5
9.628798,9.142061,5
8.89853,-0.4534623,-1
7.7532806,13.447544,2
10.1329775,7.726986,5
9.344235,7.862541,5
9.546448,12.33977,5
-1.3073916,10.42283,4
-2.9483137,10.263,4
7.4149613,12.894781,2
11.287923,8.324714,5
12.6031,9.420862,5
10.22109,10.336038,5
10.286866,11.358745,5
1.1140648,12.459336,3
12.66631,10.528181,5
2.597907,11.360615,1
10.7212,11.450481,5
2.9211154,13.701986,8
7.8436007,13.700645,2
-2.1657743,10.493549,4
8.734681,9.681152,5
7.6933064,13.22876,2
0.9576669,11.997925,3
8.895162,-0.45227173,-1
8.312523,8.560495,5
12.721178,10.398923,5
11.914317,9.49138,5
2.4949212,11.054633,1
11.334931,10.032013,5
10.016088,8.855911,5
-1.148578,10.557594,4
-3.5814047,11.205912,4
11.800626,10.187254,5
11.80796,9.228635,5
-1.983223,11.951032,4
-1.3355192,9.656223,4
9.283071,10.95003,5
-0.7797479,10.8877735,4
10.189609,10.783067,5
5.4226456,11.132959,0
7.3798046,14.0117,2
1.2140168,12.667816,3
-2.877032,10.329636,4
-0.9331346,12.150822,4
7.6247473,13.459663,2
10.639321,10.794939,5
-1.6588382,10.532983,4
0.40377593,12.0750065,3
11.932721,9.0945,5
8.110258,8.459488,5
-3.0141156,11.333791,4
9.957019,10.446393,5
9.81596,8.12116,5
8.102605,13.804078,2
11.926337,8.962118,5
4.7478976,10.700042,0
-2.0790553,11.752768,4
10.8904,9.388021,5
9.829884,11.570428,5
11.845508,8.918919,5
-3.5732093,11.147512,4
11.925504,9.625663,5
3.198729,13.014514,7
9.4392805,9.308309,5
-2.4728582,9.388837,4
-2.2254992,9.01708,4
8.813685,8.979518,5
-1.9401747,11.644493,4
-1.7193422,11.63494,4
10.581297,8.865299,5
8.116937,14.057038,2
-3.155064,10.319951,4
10.639294,9.247396,5
9.28149,9.950338,5
11.600533,9.535172,5
12.266379,9.113879,5
9.941025,10.679667,5
11.202781,10.61736,5
2.933352,14.21883,8
-1.5262319,9.337902,4
10.321164,11.143892,5
12.789802,7.881156,6
10.310597,11.4482355,5
12.461464,9.988028,5
-3.5182376,10.776279,4
4.8455496,10.85887,0
11.150995,11.579791,5
9.92237,7.6384315,5
4.1318398,12.134565,7
-3.6435997,11.117955,4
8.863505,7.5872803,5
9.07971,11.862908,5
0.63370895,10.9746275,3
11.359118,9.348586,5
1.2099472,12.071153,3
11.859855,10.548228,5
-1.4761202,9.852926,4
9.7297125,10.693595,5
11.897232,9.429227,5
12.981507,8.129776,6
5.6822557,11.419264,0
0.37344563,10.668113,3
8.2192,8.5376625,5
-2.5625029,9.970332,4
-1.2878064,11.03352,4
11.867478,8.886206,5
-1.2506217,9.5905,4
0.40244484,11.6015,3
-1.408922,9.886773,4
9.050789,7.9281616,5
12.601064,8.953216,5
5.0344505,11.204225,0
9.634334,7.831968,5
7.7881083,13.798471,2
8.957881,9.911147,5
8.062494,13.87186,2
10.795721,9.528466,5
-0.9503171,12.239073,4
11.813425,10.18643,5
-0.90375525,10.902874,4
8.638054,10.633865,5
11.679698,8.834567,5
7.609593,14.105697,2
2.7294135,11.089195,1
7.375731,14.129125,2
-1.0681899,10.349841,4
7.7571454,12.8128605,2
10.604645,10.949722,5
0.91874,11.546684,3
2.686818,11.11448,1
11.251918,12.297137,5
12.404115,7.5620217,6
-0.9608872,10.209148,4
9.339089,10.18568,5
0.8291421,11.288331,3
0.42990193,12.099361,3
-3.647167,11.053475,4
8.906456,-0.45485523,-1
-0.827527,9.790727,4
13.34295,8.075107,6
10.587354,11.2091875,5
9.197729,7.7253366,5
8.657385,7.827747,5
12.568072,10.761318,5
11.877263,10.015025,5
0.66568947,11.006845,3
11.029545,8.554083,5
2.4789202,11.634678,1
11.095914,8.218957,5
12.601466,7.7993503,6
-2.6225145,9.47771,4
11.10239,8.090352,5
11.833147,8.838176,5
-1.2184428,9.760362,4
-2.490182,9.426739,4
12.151805,8.235398,-1
5.4959183,11.242649,0
-3.5934424,10.914296,4
0.53828466,10.857852,3
-0.9389177,11.067385,4
13.119469,8.273462,6
11.919951,9.299132,5
3.1708412,14.117783,8
11.975398,10.207856,5
7.789368,13.948225,2
10.527082,11.964197,5
0.71318024,10.741087,3
9.4326725,10.241413,5
11.885399,8.569694,5
9.32546,9.05372,5
2.991026,13.875588,8
10.69661,12.479581,5
-2.9932353,11.358248,4
5.2464614,10.905763,0
7.72076,13.175786,2
4.118245,12.177512,7
3.2218008,12.963071,7
-3.0197694,11.402821,4
-1.048131,10.153187,4
12.451432,7.460461,6
8.627467,9.253803,5
6.6761193,12.490269,-1
10.534637,9.69131,5
13.177797,8.063298,6
10.207592,10.580607,5
8.369784,9.279435,5
9.815457,10.697624,5
8.819382,9.911486,5
